iter	Passed	Remaining
1668	58152	11532
1669	58182	11497
1670	58216	11462
1671	58251	11427
1672	58281	11391
1673	58316	11356
1674	58351	11322
1675	58381	11286
1676	58419	11251
1677	58455	11217
1678	58493	11183
1679	58523	11147
1680	58563	11113
1681	58600	11079
1682	58627	11042
1683	58666	11008
1684	58703	10974
1685	58732	10938
1686	58765	10903
1687	58798	10868
1688	58824	10831
1689	58862	10797
1690	58897	10762
1691	58930	10727
1692	58965	10692
1693	59000	10657
1694	59030	10622
1695	59064	10587
1696	59096	10551
1697	59127	10516
1698	59158	10480
1699	59196	10446
1700	59221	10409
1701	59257	10375
1702	59292	10340
1703	59322	10304
1704	59357	10270
1705	59393	10235
1706	59424	10200
1707	59467	10166
1708	59503	10131
1709	59539	10097
1710	59570	10061
1711	59603	10026
1712	59635	9991
1713	59667	9956
1714	59704	9921
1715	59738	9886
1716	59768	9851
1717	59805	9816
1718	59840	9782
1719	59871	9746
1720	59908	9712
1721	59947	9678
1722	59977	9642
1723	60010	9607
1724	60043	9572
1725	60074	9536
1726	60106	9501
1727	60140	9466
1728	60171	9431
1729	60207	9396
1730	60243	9361
1731	60275	9326
1732	60311	9292
1733	60347	9257
1734	60374	9221
1735	60408	9186
1736	60442	9151
1737	60475	9116
1738	60512	9082
1739	60549	9047
1740	60580	9012
1741	60611	8976
1742	60648	8942
1743	60678	8906
1744	60709	8871
1745	60746	8837
1746	60776	8801
1747	60811	8766
1748	60844	8731
1749	60874	8696
1750	60940	8666
1751	61005	8635
1752	61069	8604
1753	61118	8571
1754	61194	8542
1755	61239	8509
1756	61270	8473
1757	61306	8439
1758	61341	8404
1759	61372	8368
1760	61404	8333
1761	61439	8298
1762	61468	8263
1763	61502	8228
1764	61538	8193
1765	61570	8158
1766	61603	8123
1767	61645	8089
1768	61702	8057
1769	61748	8023
1770	61794	7990
1771	61853	7958
1772	61916	7927
1773	61986	7896
1774	62039	7864
1775	62109	7833
1776	62192	7804
1777	62243	7771
1778	62296	7738
1779	62345	7705
1780	62389	7671
1781	62438	7638
1782	62478	7603
1783	62516	7569
1784	62559	7535
1785	62602	7501
1786	62644	7466
1787	62686	7432
1788	62728	7398
1789	62767	7363
1790	62811	7329
1791	62859	7296
1792	62903	7262
1793	62950	7228
1794	62993	7194
1795	63036	7160
1796	63070	7124
1797	63112	7090
1798	63160	7056
1799	63206	7022
1800	63256	6989
1801	63317	6957
1802	63365	6923
1803	63410	6889
1804	63456	6855
1805	63517	6822
1806	63563	6788
1807	63609	6754
1808	63646	6719
1809	63689	6685
1810	63732	6651
1811	63771	6616
1812	63813	6581
1813	63856	6547
1814	63894	6512
1815	63934	6477
1816	63967	6442
1817	64001	6407
1818	64038	6372
1819	64075	6337
1820	64107	6301
1821	64143	6266
1822	64179	6231
1823	64204	6195
1824	64237	6159
1825	64271	6124
1826	64301	6088
1827	64333	6053
1828	64362	6017
1829	64395	5982
1830	64432	5947
1831	64461	5911
1832	64493	5875
1833	64527	5840
1834	64561	5805
1835	64597	5770
1836	64632	5734
1837	64660	5699
1838	64693	5663
1839	64728	5628
1840	64761	5593
1841	64798	5558
1842	64834	5523
1843	64869	5487
1844	64899	5452
1845	64947	5418
1846	64993	5383
1847	65037	5349
1848	65080	5314
1849	65127	5280
1850	65174	5246
1851	65221	5212
1852	65354	5184
1853	65455	5154
1854	65538	5122
1855	65592	5089
1856	65638	5054
1857	65681	5019
1858	65721	4984
1859	65761	4949
1860	65804	4915
1861	65855	4880
1862	65917	4847
1863	65983	4814
1864	66045	4780
1865	66104	4747
1866	66172	4713
1867	66223	4679
1868	66281	4645
1869	66344	4612
1870	66399	4578
1871	66446	4543
1872	66490	4508
1873	66534	4473
1874	66575	4438
1875	66620	4403
1876	66738	4373
1877	66811	4340
1878	66859	4305
1879	66892	4269
1880	66933	4234
1881	66969	4198
1882	67006	4163
1883	67042	4127
1884	67079	4092
1885	67119	4057
1886	67150	4021
1887	67186	3985
1888	67229	3950
1889	67268	3915
1890	67301	3879
1891	67336	3843
1892	67374	3808
1893	67421	3773
1894	67465	3738
1895	67513	3703
1896	67558	3668
1897	67602	3633
1898	67646	3597
1899	67692	3562
1900	67737	3527
1901	67781	3492
1902	67827	3457
1903	67871	3422
1904	67918	3386
1905	67959	3351
1906	68000	3316
1907	68040	3280
1908	68086	3245
1909	68126	3210
1910	68166	3174
1911	68209	3139
1912	68249	3103
1913	68292	3068
1914	68335	3033
1915	68385	2998
1916	68431	2962
1917	68476	2927
1918	68518	2892
1919	68564	2856
1920	68609	2821
1921	68658	2786
1922	68702	2750
1923	68745	2715
1924	68791	2680
1925	68835	2644
1926	68879	2609
1927	68922	2573
1928	68957	2538
1929	68988	2502
1930	69024	2466
1931	69061	2430
1932	69092	2394
1933	69183	2360
1934	69266	2326
1935	69304	2291
1936	69337	2255
1937	69375	2219
1938	69409	2183
1939	69442	2147
1940	69480	2111
1941	69515	2076
1942	69545	2040
1943	69580	2004
1944	69622	1968
1945	69670	1933
1946	69715	1897
1947	69772	1862
1948	69843	1827
1949	69899	1792
1950	69952	1756
1951	70001	1721
1952	70058	1685
1953	70130	1650
1954	70200	1615
1955	70248	1580
1956	70303	1544
1957	70355	1509
1958	70398	1473
1959	70440	1437
1960	70488	1401
1961	70535	1366
1962	70583	1330
1963	70629	1294
1964	70671	1258
1965	70709	1222
1966	70742	1186
1967	70776	1150
1968	70813	1114
1969	70848	1078
1970	70881	1042
1971	70917	1006
1972	70952	970
1973	70985	934
1974	71021	899
1975	71059	863
1976	71093	827
1977	71154	791
1978	71212	755
1979	71262	719
1980	71311	683
1981	71360	648
1982	71409	612
1983	71459	576
1984	71506	540
1985	71554	504
1986	71598	468
1987	71644	432
1988	71688	396
1989	71727	360
1990	71766	324
1991	71797	288
1992	71828	252
1993	71866	216
1994	71903	180
1995	71934	144
1996	71970	108
1997	72015	72
1998	72063	36
1999	72110	0
